Date,Open,High,Low,Close,Adj Close,Volume
2022-08-24,46.810001,47.230000,46.189999,46.619999,45.409294,1981400
2022-08-25,47.389999,48.009998,47.150002,47.900002,46.656052,3798400
2022-08-26,45.860001,45.860001,41.180000,41.430000,40.354076,12423800
2022-08-29,40.910000,42.369999,40.520000,40.590000,39.535892,6315200
2022-08-30,40.840000,41.340000,39.689999,39.689999,38.659260,4619700
2022-08-31,39.160000,39.619999,38.180000,38.290001,37.295624,6819900
2022-09-01,37.930000,38.029999,37.099998,37.650002,36.672241,4298400
2022-09-02,38.299999,38.470001,37.459999,37.790001,36.808609,3422400
2022-09-06,37.810001,37.849998,36.790001,37.290001,36.321587,3994600
2022-09-07,37.169998,38.150002,36.740002,37.980000,36.993671,3571500
2022-09-08,37.610001,38.509998,37.439999,38.500000,37.500168,3894700
2022-09-09,38.869999,39.939999,38.869999,39.790001,38.756664,3104800
2022-09-12,40.000000,40.759998,40.000000,40.299999,39.253418,2611400
2022-09-13,39.270000,39.500000,38.139999,38.299999,37.305363,3918700
2022-09-14,38.470001,38.650002,37.799999,38.130001,37.139774,3267800
2022-09-15,37.820000,38.119999,37.290001,37.650002,36.672241,3472000
2022-09-16,37.200001,38.130001,36.930000,37.959999,36.974190,5918500
2022-09-19,37.380001,37.990002,37.169998,37.820000,36.837822,2780400
2022-09-20,37.389999,37.470001,36.720001,36.950001,35.990421,2601800
2022-09-21,37.180000,37.810001,36.759998,36.779999,35.824833,2533300
2022-09-22,36.549999,36.880001,36.200001,36.279999,35.337818,2568400
2022-09-23,35.660000,36.160000,34.799999,35.520000,34.597557,2881200
2022-09-26,35.070000,35.660000,34.630001,34.700001,33.798851,3611400
2022-09-27,35.310001,35.680000,34.549999,34.720001,33.818333,3306600
2022-09-28,34.509998,35.400002,34.509998,35.290001,34.373531,2908400
2022-09-29,34.680000,34.930000,33.810001,34.189999,33.302094,4703500
2022-09-30,34.330002,34.959999,34.090000,34.169998,33.282616,3041500
2022-10-03,34.520000,36.139999,34.200001,35.880001,34.948208,4119700
2022-10-04,36.580002,37.490002,36.520000,37.459999,36.487175,2670300
2022-10-05,36.950001,38.119999,36.759998,37.860001,36.876789,2512400
2022-10-06,37.910000,38.320000,37.380001,37.480000,36.506657,2757500
2022-10-07,36.049999,36.490002,34.540001,34.599998,33.701447,5615000
2022-10-10,34.910000,35.040001,33.689999,34.480000,33.584568,3266600
2022-10-11,34.400002,34.740002,33.740002,33.869999,32.990402,3090600
2022-10-12,33.759998,34.119999,33.580002,33.770000,32.893002,2873300
2022-10-13,33.070000,35.259998,32.900002,34.990002,34.081322,3036300
2022-10-14,35.070000,35.240002,34.020000,34.259998,33.370277,2288100
2022-10-17,34.439999,35.169998,34.090000,34.470001,33.574825,3412400
2022-10-18,34.849998,35.200001,34.009998,34.560001,33.987873,2468800
2022-10-19,34.029999,34.990002,33.900002,34.490002,33.919033,2225700
2022-10-20,34.520000,35.730000,34.520000,34.860001,34.282906,2122100
2022-10-21,35.360001,36.980000,35.259998,36.849998,36.239960,2964700
2022-10-24,37.029999,37.509998,36.650002,37.279999,36.662838,2346600
2022-10-25,37.209999,37.970001,37.090000,37.740002,37.115231,2434300
2022-10-26,37.320000,38.220001,37.189999,37.790001,37.164398,2339600
2022-10-27,38.099998,38.450001,37.490002,37.759998,37.134895,3395800
2022-10-28,37.970001,39.389999,37.970001,39.160000,38.511719,3062300
2022-10-31,38.680000,38.900002,38.290001,38.400002,37.764305,2578800
2022-11-01,38.939999,39.250000,38.070000,39.150002,38.501884,2227300
2022-11-02,39.009998,39.310001,37.660000,37.669998,37.046383,2865600
2022-11-03,37.160000,37.830002,37.020000,37.349998,36.731682,2385300
2022-11-04,38.259998,39.330002,38.119999,39.000000,38.354370,2816400
2022-11-07,39.090000,39.990002,38.939999,39.869999,39.209965,2497900
2022-11-08,40.169998,41.049999,40.049999,40.419998,39.750858,2523800
2022-11-09,39.889999,40.299999,39.220001,39.330002,38.678905,2106400
2022-11-10,41.029999,41.730000,40.490002,41.720001,41.029343,3582200
2022-11-11,41.709999,43.070000,41.560001,42.680000,41.973446,2524200
2022-11-14,41.669998,42.930000,41.669998,42.250000,41.550564,2918200
2022-11-15,43.200001,43.430000,42.180000,42.349998,41.648907,2967200
2022-11-16,41.980000,41.980000,41.049999,41.180000,40.498280,2679800
2022-11-17,40.669998,41.910000,40.349998,41.759998,41.068676,2382100
2022-11-18,41.840000,42.139999,41.369999,42.040001,41.344044,3992300
2022-11-21,41.560001,41.709999,39.900002,41.070000,40.390099,7317500
2022-11-22,41.730000,43.959999,40.400002,43.849998,43.124077,12566200
2022-11-23,43.849998,45.330002,43.540001,44.610001,43.871498,4938500
2022-11-25,44.500000,45.070000,44.419998,44.630001,43.891167,2034700
2022-11-28,44.200001,44.299999,43.560001,43.580002,42.858551,2959900
2022-11-29,43.650002,43.939999,43.400002,43.520000,42.799541,3448800
2022-11-30,43.450001,44.810001,42.750000,44.790001,44.048519,6805600
2022-12-01,45.000000,45.360001,44.369999,44.900002,44.156696,2331400
2022-12-02,44.279999,44.730000,43.930000,44.540001,43.802654,2518000
2022-12-05,43.889999,44.070000,42.950001,43.070000,42.356991,2304100
2022-12-06,43.009998,43.150002,42.070000,42.470001,41.766922,2844600
2022-12-07,42.040001,42.270000,41.490002,41.919998,41.226028,2906000
2022-12-08,42.049999,42.450001,41.720001,42.230000,41.530895,3438600
2022-12-09,41.889999,42.520000,41.759998,41.830002,41.137520,1835200
2022-12-12,41.639999,42.880001,41.380001,42.869999,42.160301,3319500
2022-12-13,44.320000,44.349998,42.590000,42.849998,42.140633,2816400
2022-12-14,42.590000,42.900002,41.500000,41.680000,40.990002,3367900
2022-12-15,40.910000,40.910000,39.290001,39.380001,38.728081,4463300
2022-12-16,38.959999,39.450001,38.709999,39.250000,38.600227,4645900
2022-12-19,39.340000,39.419998,38.639999,39.000000,38.354370,2648600
2022-12-20,38.750000,39.139999,38.669998,38.950001,38.305195,1893400
2022-12-21,39.150002,39.549999,39.029999,39.119999,38.472382,2863900
2022-12-22,38.459999,39.150002,38.020000,39.139999,38.492050,2285900
2022-12-23,39.200001,39.279999,38.630001,39.119999,38.472382,1466400
2022-12-27,39.220001,39.590000,38.930000,39.410000,38.757580,1832500
2022-12-28,39.380001,39.500000,38.599998,38.759998,38.118340,1822900
2022-12-29,39.110001,39.919998,39.000000,39.820000,39.160793,1582800
2022-12-30,39.490002,40.220001,39.380001,40.220001,39.554173,1582400
2023-01-03,40.560001,40.980000,39.970001,40.900002,40.222916,2679200
2023-01-04,41.389999,41.599998,40.580002,40.939999,40.262253,2790000
2023-01-05,40.750000,41.099998,40.279999,40.869999,40.193409,2483700
2023-01-06,41.169998,42.590000,40.820000,42.419998,41.717751,3179700
2023-01-09,42.700001,43.099998,42.189999,42.279999,41.580067,2966400
2023-01-10,42.080002,42.630001,41.820000,42.490002,41.786591,2780300
2023-01-11,42.080002,42.200001,39.680000,40.770000,40.095066,5620300
2023-01-12,40.520000,40.709999,39.779999,39.930000,39.268970,4410100
2023-01-13,39.360001,40.209999,38.990002,40.180000,39.514835,3383600
2023-01-17,40.130001,40.189999,39.450001,40.029999,39.367313,2691600
2023-01-18,40.270000,40.500000,39.689999,40.020000,39.357483,2757400
2023-01-19,39.419998,39.860001,39.029999,39.459999,38.806755,3341700
2023-01-20,39.849998,40.290001,39.400002,40.259998,39.593510,2907900
2023-01-23,40.759998,41.619999,40.590000,41.040001,40.360600,2745200
2023-01-24,40.200001,41.070000,40.110001,40.590000,40.241627,1903000
2023-01-25,40.000000,40.779999,39.779999,40.520000,40.172230,2705600
2023-01-26,40.950001,41.049999,40.220001,40.990002,40.638195,1645300
2023-01-27,40.700001,41.169998,40.299999,40.310001,39.964031,2677300
2023-01-30,39.959999,40.410000,39.840000,40.009998,39.666603,2444000
2023-01-31,39.950001,40.619999,39.500000,40.619999,40.271370,2562500
2023-02-01,40.500000,41.439999,40.340000,41.230000,40.876133,3476500
2023-02-02,41.500000,43.080002,41.490002,42.419998,42.055920,4623200
2023-02-03,41.959999,42.779999,41.700001,42.240002,41.877468,2936700
2023-02-06,42.180000,42.180000,40.310001,40.959999,40.608452,4299200
2023-02-07,40.860001,42.200001,40.799999,41.990002,41.629612,3268800
2023-02-08,41.680000,42.240002,41.570000,41.840000,41.480900,2643200
2023-02-09,42.599998,42.970001,41.919998,42.040001,41.679184,2878400
2023-02-10,41.880001,43.250000,41.720001,42.720001,42.353348,3964200
2023-02-13,42.810001,43.820000,42.639999,43.400002,43.027512,3705100
2023-02-14,43.250000,43.799999,42.930000,43.029999,42.660686,2277200
2023-02-15,42.549999,43.049999,42.470001,42.799999,42.432659,2139900
2023-02-16,42.470001,43.720001,42.340000,42.720001,42.353348,2960900
2023-02-17,42.590000,42.970001,42.320000,42.480000,42.115406,2728400
2023-02-21,41.910000,42.439999,41.689999,41.889999,41.530468,3973200
2023-02-22,42.060001,42.259998,41.599998,41.810001,41.451157,2240600
2023-02-23,42.200001,42.430000,41.439999,42.029999,41.669266,3414200
2023-02-24,41.320000,41.799999,41.110001,41.610001,41.252872,3712800
2023-02-27,42.130001,42.189999,40.869999,41.000000,40.648109,5148200
2023-02-28,40.860001,41.680000,40.509998,40.639999,40.291199,7672500
2023-03-01,40.840000,40.950001,39.970001,40.439999,40.092915,7083400
2023-03-02,40.200001,40.250000,38.900002,40.169998,39.825230,9033100
2023-03-03,39.060001,40.990002,38.820000,39.790001,39.448494,7775700
2023-03-06,40.259998,40.310001,39.070000,39.070000,38.734673,5330200
2023-03-07,39.119999,39.529999,37.990002,38.000000,37.673859,4813000
2023-03-08,38.200001,38.799999,38.029999,38.770000,38.437248,3009800
2023-03-09,38.580002,38.919998,37.720001,37.799999,37.475574,2730900
2023-03-10,37.669998,37.740002,36.279999,36.720001,36.404842,3661900
2023-03-13,36.169998,36.820000,35.959999,36.570000,36.256130,5580600
2023-03-14,37.490002,38.299999,37.160000,37.549999,37.227718,4433900
2023-03-15,36.919998,38.130001,36.849998,37.509998,37.188061,5072600
2023-03-16,36.520000,38.110001,36.450001,38.049999,37.723427,5951500
2023-03-17,37.860001,38.189999,36.880001,37.220001,36.900551,13488400
2023-03-20,37.590000,38.840000,37.490002,38.549999,38.219135,5994100
2023-03-21,39.000000,39.349998,38.740002,39.150002,38.813988,3619400
2023-03-22,39.220001,39.480000,38.049999,38.080002,37.753174,3286300
2023-03-23,38.320000,38.610001,37.380001,37.820000,37.495403,3216000
2023-03-24,37.630001,37.680000,36.810001,37.380001,37.059181,4260900
2023-03-27,37.790001,38.160000,37.630001,37.990002,37.663944,3018900
2023-03-28,37.880001,38.320000,37.560001,38.310001,37.981197,3981900
2023-03-29,38.900002,39.240002,38.639999,39.119999,38.784245,3746600
2023-03-30,39.470001,39.950001,39.439999,39.860001,39.517895,4139600
2023-03-31,39.939999,40.389999,39.939999,40.209999,39.864887,3915700
2023-04-03,40.139999,41.150002,40.060001,40.970001,40.618366,4756200
2023-04-04,41.240002,41.349998,40.490002,40.869999,40.519222,3749300
2023-04-05,40.730000,41.130001,40.340000,40.799999,40.449825,3046600
2023-04-06,40.590000,40.790001,40.230000,40.230000,39.884716,2186500
2023-04-10,39.900002,41.439999,39.900002,41.430000,41.074417,3470200
2023-04-11,41.419998,41.950001,41.400002,41.599998,41.242958,2897800
2023-04-12,41.799999,41.990002,41.150002,41.869999,41.510639,3519200
2023-04-13,41.959999,42.770000,41.759998,42.650002,42.283947,4411800
2023-04-14,42.740002,43.730000,42.689999,43.279999,42.908539,7116900
2023-04-17,42.750000,44.000000,42.709999,43.930000,43.552963,6329400
2023-04-18,44.240002,45.650002,44.200001,45.500000,45.109486,9277600
2023-04-19,44.470001,45.310001,43.820000,43.830002,43.453823,7267000
2023-04-20,43.410000,43.570000,42.750000,42.919998,42.551628,4489200
2023-04-21,42.730000,43.139999,42.520000,43.110001,42.740002,4904900
2023-04-24,42.700001,42.869999,42.369999,42.680000,42.680000,2814400
2023-04-25,42.599998,42.669998,41.700001,41.709999,41.709999,2396000
2023-04-26,41.750000,42.189999,41.470001,41.669998,41.669998,2501400
2023-04-27,41.830002,42.810001,41.790001,42.799999,42.799999,2988500
2023-04-28,42.900002,43.639999,42.820000,43.490002,43.490002,3792400
2023-05-01,43.490002,44.110001,43.389999,43.820000,43.820000,4516200
2023-05-02,45.009998,45.650002,43.880001,44.759998,44.759998,6777900
2023-05-03,45.049999,45.750000,44.799999,45.160000,45.160000,5124900
2023-05-04,45.029999,45.150002,44.090000,44.180000,44.180000,3549600
2023-05-05,44.740002,45.799999,44.610001,45.389999,45.389999,3699600
2023-05-08,45.520000,46.189999,45.169998,46.020000,46.020000,3888000
2023-05-09,46.090000,46.220001,45.270000,45.980000,45.980000,3220600
2023-05-10,46.419998,46.560001,45.450001,45.830002,45.830002,3062200
2023-05-11,45.619999,45.709999,44.480000,44.700001,44.700001,3737500
2023-05-12,44.720001,44.799999,44.189999,44.759998,44.759998,2397200
2023-05-15,44.799999,45.000000,44.450001,44.930000,44.930000,2996400
2023-05-16,44.840000,46.130001,44.680000,45.380001,45.380001,3910100
2023-05-17,45.799999,46.169998,45.240002,45.849998,45.849998,2404600
2023-05-18,45.770000,47.310001,45.650002,47.119999,47.119999,3923300
2023-05-19,47.360001,48.189999,47.360001,47.750000,47.750000,5099700
2023-05-22,46.750000,47.939999,46.369999,47.540001,47.540001,3805600
2023-05-23,47.340000,47.599998,46.340000,46.349998,46.349998,4141100
2023-05-24,46.060001,46.060001,45.250000,45.910000,45.910000,3230700
2023-05-25,46.799999,48.320000,46.560001,48.080002,48.080002,4081700
2023-05-26,48.150002,48.549999,47.480000,48.509998,48.509998,4296700
2023-05-30,48.790001,49.099998,47.169998,47.320000,47.320000,5464400
2023-05-31,45.980000,46.169998,44.450001,44.810001,44.810001,9937400
2023-06-01,45.009998,47.500000,44.709999,45.459999,45.459999,14458300
2023-06-02,45.500000,47.840000,45.369999,47.270000,47.270000,7912500
2023-06-05,47.259998,47.580002,45.299999,45.480000,45.480000,5765700
2023-06-06,45.380001,47.080002,45.160000,46.849998,46.849998,5466200
2023-06-07,46.860001,47.779999,46.770000,47.660000,47.660000,4096000
2023-06-08,47.990002,48.099998,47.200001,47.889999,47.889999,3976100
2023-06-09,48.090000,48.669998,47.590000,47.610001,47.610001,3293500
2023-06-12,47.720001,48.119999,47.619999,48.070000,48.070000,3596800
2023-06-13,48.279999,48.820000,48.250000,48.799999,48.799999,2805600
2023-06-14,48.630001,49.689999,48.630001,49.380001,49.380001,4013600
2023-06-15,49.349998,50.459999,49.180000,50.200001,50.200001,3216600
2023-06-16,50.200001,50.299999,49.529999,49.669998,49.669998,9352100
2023-06-20,49.509998,49.580002,48.740002,49.330002,49.330002,4212100
2023-06-21,49.880001,50.590000,49.410000,50.060001,50.060001,5943300
2023-06-22,49.840000,51.439999,49.759998,51.279999,51.279999,6326400
2023-06-23,50.590000,51.660000,50.509998,50.869999,50.869999,18285400
2023-06-26,51.119999,51.580002,50.720001,51.320000,51.320000,3404300
2023-06-27,51.320000,51.570000,50.849998,51.389999,51.389999,3496000
2023-06-28,51.029999,51.919998,50.910000,51.770000,51.770000,2946800
2023-06-29,52.000000,53.150002,51.799999,53.099998,53.099998,4033400
2023-06-30,53.939999,54.610001,53.759998,54.110001,54.110001,5019800
2023-07-03,54.000000,54.779999,53.740002,54.610001,54.610001,1828600
2023-07-05,54.080002,54.680000,53.860001,54.209999,54.209999,2639900
2023-07-06,53.650002,54.330002,53.340000,53.799999,53.799999,3596100
2023-07-07,53.919998,54.520000,53.470001,53.529999,53.529999,5404100
