Date,Open,High,Low,Close,Adj Close,Volume
2022-12-01,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-02,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-05,9.500000,9.500000,9.400000,9.400000,9.400000,145185
2022-12-06,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-07,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-08,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-09,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-12,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-13,10.000000,10.000000,10.000000,10.000000,10.000000,5000
2022-12-14,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-15,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-16,9.500000,9.500000,9.500000,9.500000,9.500000,60450
2022-12-19,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-20,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-21,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-22,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-23,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-28,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-29,3.193000,3.193000,3.193000,3.193000,3.193000,0
2022-12-30,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-03,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-04,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-05,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-06,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-09,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-10,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-11,9.250000,9.650000,9.650000,9.250000,9.250000,10679
2023-01-12,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-13,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-16,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-17,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-18,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-01-19,12.000000,12.000000,12.000000,12.000000,12.000000,14143
2023-01-20,12.000000,12.000000,12.000000,12.000000,12.000000,100000
2023-01-23,9.769360,9.769360,9.769360,9.769360,9.769360,40
2023-01-24,12.000000,12.420000,12.000000,12.420000,12.420000,690000
2023-01-25,12.250000,15.484990,12.250000,15.484990,15.484990,141090
2023-01-26,11.800000,11.800000,11.800000,11.800000,11.800000,304115
2023-01-27,12.213000,13.510060,10.634660,11.950000,11.950000,952515
2023-01-30,12.000000,12.420000,10.634660,10.634660,10.634660,72253
2023-01-31,12.750000,12.750000,12.750000,12.750000,12.750000,11158
2023-02-01,12.500000,12.937500,12.500000,12.937500,12.937500,300000
2023-02-02,12.500000,12.937500,12.500000,12.937500,12.937500,350000
2023-02-03,12.500000,12.937500,12.500000,12.500000,12.500000,35090
2023-02-06,12.850000,14.400000,12.850000,14.400000,14.400000,448691
2023-02-07,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-08,13.196300,13.196300,13.196300,13.196300,13.196300,30320
2023-02-09,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-10,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-13,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-14,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-15,12.600000,12.600000,12.600000,12.600000,12.600000,50000
2023-02-16,12.600000,12.600000,12.600000,12.600000,12.600000,50000
2023-02-17,12.500000,13.455000,12.500000,12.500000,12.500000,150000
2023-02-20,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-21,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-22,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-23,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-24,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-27,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-02-28,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-01,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-02,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-03,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-06,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-07,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-08,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-09,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-10,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-13,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-14,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-15,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-16,15.187500,15.187500,15.187500,15.187500,15.187500,16121
2023-03-17,13.382500,15.300000,13.382500,15.000000,15.000000,100700
2023-03-20,15.188000,15.188000,15.188000,15.188000,15.188000,30500
2023-03-21,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-22,15.300000,15.383000,15.037000,15.188000,15.188000,132121
2023-03-23,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-24,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-27,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-28,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-03-29,15.008000,15.383000,15.008000,15.383000,15.383000,25758
2023-03-30,13.272600,13.272600,13.272600,13.272600,13.272600,250000
2023-03-31,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-04-03,13.770000,13.770000,13.634000,13.770000,13.770000,648350
2023-04-04,13.770000,13.770000,13.770000,13.770000,13.770000,99185
2023-04-05,13.770000,13.770000,13.013840,13.013840,13.013840,108365
2023-04-06,13.770000,13.770000,13.770000,13.770000,13.770000,44400
2023-04-11,13.770000,13.770000,13.770000,13.770000,13.770000,19200
2023-04-12,13.606700,13.770000,13.606700,13.770000,13.770000,87200
2023-04-13,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-04-14,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-04-17,13.102500,13.102500,13.102500,13.102500,13.102500,74000
2023-04-18,13.500000,13.500000,12.600000,12.600000,12.600000,85930
2023-04-19,13.500000,13.500000,13.366000,13.366000,13.366000,130720
2023-04-20,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-04-21,13.500000,13.500000,13.500000,13.500000,13.500000,14000
2023-04-24,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-04-25,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-04-26,13.500000,13.500000,13.399500,13.399500,13.399500,67400
2023-04-27,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-04-28,13.000000,13.000000,13.000000,13.000000,13.000000,20400
2023-05-02,13.786500,13.786500,13.786500,13.786500,13.786500,14900
2023-05-03,13.000000,13.250000,13.000000,13.250000,13.250000,48000
2023-05-04,13.786500,13.786500,13.506700,13.656800,13.656800,67300
2023-05-05,13.635000,13.635000,13.635000,13.635000,13.635000,16000
2023-05-09,13.635000,13.635000,13.635000,13.635000,13.635000,0
2023-05-10,13.786500,13.786500,13.683900,13.683900,13.683900,11000
2023-05-11,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-05-12,13.000000,13.000000,13.000000,13.000000,13.000000,56992
2023-05-15,14.140000,14.140000,14.140000,14.140000,14.140000,39600
2023-05-16,14.140000,14.140000,14.140000,14.140000,14.140000,7592
2023-05-17,14.140000,14.140000,14.034700,14.140000,14.140000,104184
2023-05-18,14.140000,14.140000,14.034700,14.034700,14.034700,19600
2023-05-19,12.950000,12.950000,12.950000,12.950000,12.950000,50200
2023-05-22,1147.000000,1147.000000,1147.000000,1147.000000,1147.000000,4500
2023-05-23,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-05-24,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-05-25,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-05-26,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-05-30,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-05-31,13.416750,13.416750,13.416750,13.416750,13.416750,148060
2023-06-01,12.500000,13.350000,12.500000,13.350000,13.350000,2827028
2023-06-02,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-06-05,13.370000,13.400000,13.350000,13.400000,13.400000,489470
2023-06-06,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-06-07,13.700000,13.700000,13.700000,13.700000,13.700000,362012
2023-06-08,13.700000,13.700000,13.700000,13.700000,13.700000,249618
2023-06-09,13.500000,15.078600,13.500000,13.500000,13.500000,491946
2023-06-12,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-06-13,13.500000,13.500000,13.500000,13.500000,13.500000,184809
2023-06-14,16.104191,16.104191,14.000000,14.250000,14.250000,443404
2023-06-15,13.100000,14.300000,13.100000,14.300000,14.300000,141639
2023-06-16,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-06-19,14.500000,14.600000,14.500000,14.600000,14.600000,807760
2023-06-20,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-06-21,14.000000,14.000000,14.000000,14.000000,14.000000,795000
2023-06-22,13.750000,14.770000,13.750000,14.770000,14.770000,3200700
2023-06-23,13.909500,13.909500,13.909500,13.909500,13.909500,116499
2023-06-26,13.750000,21.910000,13.750000,21.910000,21.910000,465916
2023-06-27,21.910000,21.910000,21.910000,21.910000,21.910000,0
2023-06-28,14.950000,15.073500,14.950000,15.073500,15.073500,250000
2023-06-29,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-06-30,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-07-03,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-07-04,15.500000,15.500000,13.909500,13.909500,13.909500,61394
2023-07-05,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-07-06,3.193000,3.193000,3.193000,3.193000,3.193000,0
2023-07-07,3.193000,3.193000,3.193000,3.193000,3.193000,0
